nCPUs,url,timeGettingFile,timeComputing
1.0,http://content-server-service:80/files/file18.dat,0.12172818183898926,0.02634429931640625
1.0,http://content-server-service:80/files/file29.dat,0.03457236289978027,0.02615833282470703
1.0,http://content-server-service:80/files/file21.dat,0.42793941497802734,0.028963088989257812
1.0,http://content-server-service:80/files/file17.dat,0.03358268737792969,0.026336193084716797
1.0,http://content-server-service:80/files/file49.dat,0.035225868225097656,0.027925968170166016
1.0,http://content-server-service:80/files/file16.dat,0.03647947311401367,0.02629375457763672
1.0,http://content-server-service:80/files/file32.dat,0.04568314552307129,0.028393268585205078
1.0,http://content-server-service:80/files/file24.dat,0.03359842300415039,0.026411056518554688
1.0,http://content-server-service:80/files/file12.dat,0.04208493232727051,0.027825117111206055
1.0,http://content-server-service:80/files/file6.dat,0.03323245048522949,0.02596306800842285
1.0,http://content-server-service:80/files/file43.dat,0.0566401481628418,0.027478694915771484
1.0,http://content-server-service:80/files/file13.dat,0.033211708068847656,0.02616739273071289
1.0,http://content-server-service:80/files/file1.dat,0.03205752372741699,0.02634263038635254
1.0,http://content-server-service:80/files/file43.dat,0.04317283630371094,0.028177738189697266
1.0,http://content-server-service:80/files/file5.dat,0.03402113914489746,0.026093721389770508
1.0,http://content-server-service:80/files/file23.dat,0.04015707969665527,0.0314486026763916
1.0,http://content-server-service:80/files/file7.dat,0.05833768844604492,0.030200481414794922
1.0,http://content-server-service:80/files/file7.dat,0.03463029861450195,0.026226043701171875
1.0,http://content-server-service:80/files/file41.dat,0.036828041076660156,0.028217315673828125
1.0,http://content-server-service:80/files/file48.dat,0.05735898017883301,0.028733491897583008
1.0,http://content-server-service:80/files/file42.dat,0.04497098922729492,0.031205415725708008
1.0,http://content-server-service:80/files/file41.dat,0.034192562103271484,0.02609705924987793
1.0,http://content-server-service:80/files/file2.dat,0.048041582107543945,0.027858972549438477
1.0,http://content-server-service:80/files/file19.dat,0.03347039222717285,0.026315927505493164
1.0,http://content-server-service:80/files/file39.dat,0.033255577087402344,0.026309967041015625
1.0,http://content-server-service:80/files/file8.dat,0.0404202938079834,0.044524431228637695
1.0,http://content-server-service:80/files/file34.dat,0.033028364181518555,0.025850296020507812
1.0,http://content-server-service:80/files/file13.dat,0.03200793266296387,0.026403188705444336
1.0,http://content-server-service:80/files/file3.dat,0.23039579391479492,0.028484106063842773
1.0,http://content-server-service:80/files/file44.dat,0.03473615646362305,0.15252280235290527
1.0,http://content-server-service:80/files/file48.dat,0.03313279151916504,0.02631235122680664
1.0,http://content-server-service:80/files/file32.dat,0.056516408920288086,0.029387474060058594
1.0,http://content-server-service:80/files/file8.dat,0.07880616188049316,0.028583526611328125
1.0,http://content-server-service:80/files/file41.dat,0.033789873123168945,0.02606487274169922
1.0,http://content-server-service:80/files/file8.dat,0.057254791259765625,0.030180692672729492
1.0,http://content-server-service:80/files/file16.dat,0.053643226623535156,0.028463363647460938
1.0,http://content-server-service:80/files/file19.dat,0.036013126373291016,0.03723454475402832
1.0,http://content-server-service:80/files/file19.dat,0.032967567443847656,0.025927066802978516
1.0,http://content-server-service:80/files/file1.dat,0.036789655685424805,0.031208276748657227
1.0,http://content-server-service:80/files/file14.dat,0.07730650901794434,0.031966209411621094
1.0,http://content-server-service:80/files/file41.dat,0.033733367919921875,0.02613520622253418
1.0,http://content-server-service:80/files/file24.dat,0.03887438774108887,0.028483867645263672
1.0,http://content-server-service:80/files/file50.dat,0.03630495071411133,0.026973724365234375
1.0,http://content-server-service:80/files/file35.dat,0.05630040168762207,0.03757023811340332
1.0,http://content-server-service:80/files/file2.dat,0.040082454681396484,0.047353506088256836
1.0,http://content-server-service:80/files/file1.dat,0.03769087791442871,0.030332088470458984
1.0,http://content-server-service:80/files/file35.dat,0.035498619079589844,0.026962995529174805
1.0,http://content-server-service:80/files/file31.dat,0.06054854393005371,0.029342174530029297
1.0,http://content-server-service:80/files/file34.dat,0.03382992744445801,0.0263216495513916
1.0,http://content-server-service:80/files/file42.dat,0.035706281661987305,0.027132511138916016
1.0,http://content-server-service:80/files/file50.dat,0.03375387191772461,0.026293277740478516
1.0,http://content-server-service:80/files/file11.dat,0.05443072319030762,0.02819681167602539
1.0,http://content-server-service:80/files/file6.dat,0.043480634689331055,0.027918577194213867
1.0,http://content-server-service:80/files/file1.dat,0.0362706184387207,0.036115169525146484
1.0,http://content-server-service:80/files/file11.dat,0.053034305572509766,0.029427289962768555
1.0,http://content-server-service:80/files/file42.dat,0.03328561782836914,0.02599310874938965
1.0,http://content-server-service:80/files/file49.dat,0.06307339668273926,0.028113365173339844
1.0,http://content-server-service:80/files/file40.dat,0.05409812927246094,0.029114246368408203
1.0,http://content-server-service:80/files/file14.dat,0.03380250930786133,0.03934645652770996
1.0,http://content-server-service:80/files/file46.dat,0.03517627716064453,0.02656698226928711
1.0,http://content-server-service:80/files/file43.dat,0.0359349250793457,0.025977134704589844
1.0,http://content-server-service:80/files/file26.dat,0.03259468078613281,0.026397228240966797
1.0,http://content-server-service:80/files/file45.dat,0.04154062271118164,0.0296475887298584
1.0,http://content-server-service:80/files/file19.dat,0.03207588195800781,0.02635335922241211
1.0,http://content-server-service:80/files/file47.dat,0.05591917037963867,0.028515338897705078
1.0,http://content-server-service:80/files/file20.dat,0.034095048904418945,0.040921688079833984
1.0,http://content-server-service:80/files/file26.dat,0.03434634208679199,0.026361942291259766
1.0,http://content-server-service:80/files/file10.dat,0.033675193786621094,0.02715158462524414
1.0,http://content-server-service:80/files/file49.dat,0.05606722831726074,0.02882075309753418
1.0,http://content-server-service:80/files/file26.dat,0.03269624710083008,0.026401281356811523
1.0,http://content-server-service:80/files/file10.dat,0.04657602310180664,0.026917457580566406
1.0,http://content-server-service:80/files/file48.dat,0.033536434173583984,0.026212692260742188
1.0,http://content-server-service:80/files/file34.dat,0.05669736862182617,0.030959606170654297
1.0,http://content-server-service:80/files/file46.dat,0.03916740417480469,0.027907371520996094
1.0,http://content-server-service:80/files/file19.dat,0.032470703125,0.026102781295776367
1.0,http://content-server-service:80/files/file28.dat,0.054636240005493164,0.029378890991210938
1.0,http://content-server-service:80/files/file6.dat,0.03307962417602539,0.026868343353271484
1.0,http://content-server-service:80/files/file24.dat,0.03512287139892578,0.040627241134643555
1.0,http://content-server-service:80/files/file29.dat,0.0346066951751709,0.02664780616760254
1.0,http://content-server-service:80/files/file49.dat,0.0350034236907959,0.027783870697021484
1.0,http://content-server-service:80/files/file18.dat,0.05967593193054199,0.02871251106262207
1.0,http://content-server-service:80/files/file19.dat,0.043244361877441406,0.027949094772338867
1.0,http://content-server-service:80/files/file21.dat,0.05849719047546387,0.032891273498535156
1.0,http://content-server-service:80/files/file11.dat,0.03474712371826172,0.03776407241821289
1.0,http://content-server-service:80/files/file44.dat,0.03433585166931152,0.026244163513183594
1.0,http://content-server-service:80/files/file23.dat,0.03472614288330078,0.027504920959472656
1.0,http://content-server-service:80/files/file17.dat,0.034126996994018555,0.026128530502319336
1.0,http://content-server-service:80/files/file11.dat,0.03999447822570801,0.02780008316040039
1.0,http://content-server-service:80/files/file42.dat,0.034108638763427734,0.02619314193725586
1.0,http://content-server-service:80/files/file7.dat,0.0554203987121582,0.029208898544311523
1.0,http://content-server-service:80/files/file22.dat,0.0610806941986084,0.026647090911865234
1.0,http://content-server-service:80/files/file21.dat,0.033495426177978516,0.026009082794189453
1.0,http://content-server-service:80/files/file28.dat,0.05486798286437988,0.028719186782836914
1.0,http://content-server-service:80/files/file36.dat,0.0339813232421875,0.026368379592895508
1.0,http://content-server-service:80/files/file17.dat,0.04683995246887207,0.031812191009521484
1.0,http://content-server-service:80/files/file4.dat,0.0578157901763916,0.02976059913635254
1.0,http://content-server-service:80/files/file26.dat,0.03402447700500488,0.026067495346069336
1.0,http://content-server-service:80/files/file10.dat,0.034078121185302734,0.043005943298339844
1.0,http://content-server-service:80/files/file25.dat,0.032279253005981445,0.026200532913208008
1.0,http://content-server-service:80/files/file14.dat,0.05636286735534668,0.02884840965270996
1.0,http://content-server-service:80/files/file16.dat,0.034559011459350586,0.026268959045410156
1.0,http://content-server-service:80/files/file18.dat,0.0361478328704834,0.029247045516967773
1.0,http://content-server-service:80/files/file43.dat,0.03213381767272949,0.026031970977783203
1.0,http://content-server-service:80/files/file45.dat,0.03511857986450195,0.03475141525268555
1.0,http://content-server-service:80/files/file45.dat,0.057392120361328125,0.029245853424072266
1.0,http://content-server-service:80/files/file24.dat,0.03365635871887207,0.03125405311584473
1.0,http://content-server-service:80/files/file2.dat,0.036566734313964844,0.02663278579711914
1.0,http://content-server-service:80/files/file13.dat,0.03372836112976074,0.026243209838867188
1.0,http://content-server-service:80/files/file29.dat,0.05632495880126953,0.029031753540039062
1.0,http://content-server-service:80/files/file23.dat,0.04447126388549805,0.027573108673095703
1.0,http://content-server-service:80/files/file39.dat,0.040755510330200195,0.034264564514160156
1.0,http://content-server-service:80/files/file42.dat,0.05665254592895508,0.02929401397705078
1.0,http://content-server-service:80/files/file50.dat,0.035253286361694336,0.03595137596130371
1.0,http://content-server-service:80/files/file22.dat,0.03470492362976074,0.026352405548095703
