nCPUs,expN,url,timeGettingFile,timeComputing
1.0,0,http://content-server-service:9090/files/file1.dat,0.04190850257873535,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file2.dat,0.03488564491271973,0.0
1.0,0,http://content-server-service:9090/files/file3.dat,0.03685474395751953,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file4.dat,0.03580474853515625,0.0
1.0,0,http://content-server-service:9090/files/file6.dat,0.03638267517089844,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file7.dat,0.03770565986633301,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file8.dat,0.03422999382019043,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file9.dat,0.03522062301635742,0.0
1.0,0,http://content-server-service:9090/files/file10.dat,0.03864479064941406,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file11.dat,0.03645062446594238,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file12.dat,0.03795814514160156,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file13.dat,0.03737330436706543,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file14.dat,0.03776979446411133,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file15.dat,0.03790640830993652,0.0
1.0,0,http://content-server-service:9090/files/file16.dat,0.03735685348510742,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file17.dat,0.03672647476196289,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file18.dat,0.037923574447631836,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file19.dat,0.03596806526184082,0.0
1.0,0,http://content-server-service:9090/files/file20.dat,0.03763723373413086,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file21.dat,0.039109230041503906,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file22.dat,0.03728294372558594,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file23.dat,0.035706281661987305,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file24.dat,0.03751993179321289,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file25.dat,0.03598141670227051,0.0
1.0,0,http://content-server-service:9090/files/file26.dat,0.03733229637145996,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file5.dat,0.5312883853912354,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file27.dat,0.035582542419433594,0.0
1.0,0,http://content-server-service:9090/files/file28.dat,0.03669476509094238,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file29.dat,0.03698992729187012,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file30.dat,0.031530141830444336,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file31.dat,0.0374448299407959,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file32.dat,0.03928351402282715,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file33.dat,0.038292646408081055,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file34.dat,0.03276634216308594,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file35.dat,0.034346818923950195,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file36.dat,0.03179121017456055,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file37.dat,0.04276680946350098,0.0
1.0,0,http://content-server-service:9090/files/file38.dat,0.0320734977722168,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file39.dat,0.03447985649108887,2.384185791015625e-07
