nCPUs,expN,Execution Time
1.0,0,5.073448181152344
1.0,1,3.848837375640869
1.0,2,3.8968992233276367
1.0,3,3.8928942680358887
1.0,4,3.710630416870117
1.0,5,3.743809700012207
1.0,6,3.9545888900756836
1.0,7,3.9252538681030273
1.0,8,4.309169292449951
1.0,9,4.761530637741089
1.0,10,3.7211787700653076
1.0,11,4.323829889297485
1.0,12,4.644375562667847
1.0,13,3.947744846343994
1.0,14,4.55949592590332
1.0,15,4.511401891708374
1.0,16,3.982217311859131
1.0,17,3.9404091835021973
1.0,18,3.9245944023132324
1.0,19,3.7395031452178955
1.0,20,3.731039524078369
1.0,21,4.371175527572632
1.0,22,4.424819707870483
1.0,23,3.939518928527832
1.0,24,3.9384407997131348
1.0,25,4.5592200756073
1.0,26,4.190093517303467
1.0,27,3.788146734237671
1.0,28,3.926088809967041
1.0,29,4.627223491668701
1.0,30,4.678398370742798
1.0,31,3.907003164291382
1.0,32,3.9889349937438965
1.0,33,3.799912452697754
1.0,34,3.7133073806762695
1.0,35,4.306339740753174
1.0,36,4.520750522613525
1.0,37,4.03048300743103
1.0,38,3.9634652137756348
1.0,39,3.9177541732788086
1.0,40,3.906859874725342
1.0,41,3.72526478767395
1.0,42,4.593504428863525
1.0,43,4.695668697357178
1.0,44,4.579567193984985
1.0,45,3.7922894954681396
1.0,46,4.466140985488892
1.0,47,3.7339205741882324
1.0,48,4.540898084640503
1.0,49,4.4750142097473145
1.0,50,3.8351545333862305
1.0,51,4.561281204223633
1.0,52,4.365446329116821
1.0,53,3.9201772212982178
1.0,54,3.9225285053253174
1.0,55,3.8539676666259766
1.0,56,4.591291904449463
1.0,57,4.351294755935669
1.0,58,3.9318456649780273
1.0,59,3.854029417037964
1.0,60,4.59791898727417
1.0,61,4.239734411239624
1.0,62,3.9288387298583984
1.0,63,3.8013622760772705
1.0,64,3.71734356880188
1.0,65,4.681105375289917
1.0,66,3.8757431507110596
1.0,67,4.440815210342407
1.0,68,3.91474986076355
1.0,69,3.7946674823760986
1.0,70,3.766603946685791
1.0,71,3.9481441974639893
1.0,72,4.582931280136108
1.0,73,4.280587673187256
1.0,74,4.387368679046631
1.0,75,4.686654090881348
1.0,76,3.7573652267456055
1.0,77,4.547170400619507
1.0,78,4.697359561920166
1.0,79,3.7209596633911133
1.0,80,4.694042921066284
1.0,81,4.760732412338257
1.0,82,3.7450830936431885
1.0,83,4.745060205459595
1.0,84,4.205030918121338
1.0,85,3.893352508544922
1.0,86,3.99196720123291
1.0,87,3.9111995697021484
1.0,88,4.373273134231567
1.0,89,4.632538795471191
1.0,90,3.8573153018951416
1.0,91,3.9218266010284424
1.0,92,3.686305522918701
1.0,93,3.738558769226074
1.0,94,3.9608805179595947
1.0,95,4.623516798019409
1.0,96,4.594232082366943
1.0,97,3.9668221473693848
1.0,98,3.734255790710449
1.0,99,4.476451873779297
0.5,0,5.100257873535156
0.5,1,2.5492660999298096
0.5,2,3.4519104957580566
0.5,3,2.6571521759033203
0.5,4,3.550226926803589
0.5,5,2.244603395462036
0.5,6,2.489198923110962
0.5,7,3.1901285648345947
0.5,8,3.2012574672698975
0.5,9,2.508047580718994
0.5,10,3.13958477973938
0.5,11,3.3989100456237793
0.5,12,3.1885879039764404
0.5,13,4.178626537322998
0.5,14,3.223088264465332
0.5,15,3.2505853176116943
0.5,16,2.2745978832244873
0.5,17,3.472717761993408
0.5,18,3.288017511367798
0.5,19,2.254790782928467
0.5,20,2.8896663188934326
0.5,21,3.3008995056152344
0.5,22,3.4070451259613037
0.5,23,2.475738048553467
0.5,24,3.4229063987731934
0.5,25,3.5562026500701904
0.5,26,2.8105475902557373
0.5,27,2.8704216480255127
0.5,28,3.1999363899230957
0.5,29,3.4480056762695312
0.5,30,2.3819305896759033
0.5,31,2.528465986251831
0.5,32,2.4185330867767334
0.5,33,2.2390193939208984
0.5,34,3.9281961917877197
0.5,35,3.3350741863250732
0.5,36,2.531402349472046
0.5,37,2.2078330516815186
0.5,38,2.4074203968048096
0.5,39,2.792930841445923
0.5,40,2.944568157196045
0.5,41,3.1054186820983887
0.5,42,2.468355894088745
0.5,43,2.413402557373047
0.5,44,3.645353317260742
0.5,45,3.4725446701049805
0.5,46,2.4532127380371094
0.5,47,2.6607511043548584
0.5,48,2.8538427352905273
0.5,49,2.563037633895874
0.5,50,2.9901840686798096
0.5,51,3.233182191848755
