nCPUs,expN,url,timeGettingFile,timeComputing
1.0,0,http://content-server-service:9090/files/file2.dat,0.04909491539001465,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file3.dat,0.03595876693725586,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file4.dat,0.046541690826416016,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file5.dat,0.035439491271972656,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file7.dat,0.04159808158874512,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file1.dat,1.0500099658966064,7.152557373046875e-07
1.0,0,http://content-server-service:9090/files/file8.dat,0.04166054725646973,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file9.dat,0.03565359115600586,0.0
1.0,0,http://content-server-service:9090/files/file10.dat,0.037702083587646484,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file11.dat,0.047582149505615234,0.0
1.0,0,http://content-server-service:9090/files/file13.dat,0.039850473403930664,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file14.dat,0.06795930862426758,0.0
1.0,0,http://content-server-service:9090/files/file12.dat,0.15763020515441895,7.152557373046875e-07
1.0,0,http://content-server-service:9090/files/file15.dat,0.04195380210876465,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file17.dat,0.05002260208129883,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file18.dat,0.0363917350769043,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file16.dat,0.11175346374511719,9.5367431640625e-07
1.0,0,http://content-server-service:9090/files/file19.dat,0.03974771499633789,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file21.dat,0.042189598083496094,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file22.dat,0.03682732582092285,0.0
1.0,0,http://content-server-service:9090/files/file23.dat,0.035306692123413086,4.76837158203125e-07
1.0,0,http://content-server-service:9090/files/file24.dat,0.03474998474121094,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file25.dat,0.04912066459655762,4.76837158203125e-07
1.0,0,http://content-server-service:9090/files/file26.dat,0.0353703498840332,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file27.dat,0.046987056732177734,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file28.dat,0.03751039505004883,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file29.dat,0.03487110137939453,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file30.dat,0.0357975959777832,0.0
1.0,0,http://content-server-service:9090/files/file31.dat,0.03685188293457031,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file32.dat,0.0445551872253418,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file33.dat,0.03584098815917969,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file34.dat,0.060158729553222656,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file35.dat,0.035138607025146484,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file36.dat,0.041886091232299805,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file37.dat,0.034711360931396484,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file20.dat,0.8015074729919434,1.1920928955078125e-06
1.0,0,http://content-server-service:9090/files/file38.dat,0.03771495819091797,0.0
1.0,0,http://content-server-service:9090/files/file39.dat,0.040230751037597656,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file40.dat,0.036646366119384766,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file41.dat,0.036031484603881836,0.0
1.0,0,http://content-server-service:9090/files/file42.dat,0.055127620697021484,7.152557373046875e-07
1.0,0,http://content-server-service:9090/files/file43.dat,0.036017417907714844,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file44.dat,0.04941606521606445,7.152557373046875e-07
1.0,0,http://content-server-service:9090/files/file45.dat,0.04506683349609375,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file48.dat,0.035477638244628906,2.384185791015625e-07
1.0,0,http://content-server-service:9090/files/file47.dat,0.058443546295166016,9.5367431640625e-07
