cluster_config,cluster_config,cluster_config,function_resource_map,function_resource_map,function_resource_map,function_resource_map,function_resource_map,function_times,function_times,function_times,function_times,function_times,config_point_result,config_point_result,config_point_result,config_point_result,config_point_result
num_workers,cpu_per_worker,memory_per_worker,extractImgMetadata,transformMetadata,thumbnail,returnMetadata,createThumbnail,extractImgMetadata,transformMetadata,thumbnail,returnMetadata,createThumbnail,loss_used,loss_value,execution_time,cost_to_run,attempt_n
1,1,1Gi,1.0,1.0,1.0,1.0,1.0,0.21531224250793457,6.9141387939453125e-06,0.2560105323791504,7.152557373046875e-07,0.5246782302856445,latency_loss,0.597,0.597,0.9960086345672607,0
1,1,1Gi,1.0,1.0,1.0,1.0,1.0,0.21749401092529297,6.9141387939453125e-06,0.2781250476837158,9.5367431640625e-07,0.5446984767913818,latency_loss,0.565,0.565,1.040325403213501,1
1,1,1Gi,1.0,1.0,1.0,1.0,1.0,0.2512063980102539,1.3589859008789062e-05,0.25656723976135254,1.430511474609375e-06,0.5549602508544922,latency_loss,0.576,0.576,1.062748908996582,2
1,1,1Gi,1.0,1.0,1.0,1.0,1.0,0.25072765350341797,6.4373016357421875e-06,0.2570044994354248,1.6689300537109375e-06,0.5548677444458008,latency_loss,0.576,0.576,1.062608003616333,3
1,1,1Gi,1.0,1.0,1.0,1.0,1.0,0.23363637924194336,6.9141387939453125e-06,0.2574753761291504,2.6226043701171875e-06,0.5340890884399414,latency_loss,0.555,0.555,1.0252103805541992,4
1,1,1Gi,1.0,1.0,1.0,1.0,0.7,0.22216558456420898,6.4373016357421875e-06,0.23247432708740234,1.1920928955078125e-06,0.4932520389556885,latency_loss,0.516,0.516,0.7999239683151245,0
1,1,1Gi,1.0,1.0,1.0,1.0,0.7,0.20900654792785645,7.3909759521484375e-06,0.25719475746154785,1.430511474609375e-06,0.516068696975708,latency_loss,0.546,0.546,0.8274582147598266,1
1,1,1Gi,1.0,1.0,1.0,1.0,0.7,0.2566225528717041,1.1444091796875e-05,0.27828311920166016,7.152557373046875e-07,0.5882980823516846,latency_loss,0.62,0.62,0.9467264890670777,2
1,1,1Gi,1.0,1.0,1.0,1.0,0.7,0.25368380546569824,6.4373016357421875e-06,0.2775111198425293,2.1457672119140625e-06,0.5839338302612305,latency_loss,0.605,0.605,0.9399571895599366,3
1,1,1Gi,1.0,1.0,1.0,1.0,0.7,0.23782014846801758,1.52587890625e-05,0.24100589752197266,9.5367431640625e-07,0.5270283222198486,latency_loss,0.591,0.591,0.8477620840072632,4
1,1,1Gi,1.0,1.0,1.0,1.0,0.4,0.26222991943359375,6.198883056640625e-06,0.2830843925476074,7.152557373046875e-07,0.592339038848877,latency_loss,0.622,0.622,0.7822568416595459,0
1,1,1Gi,1.0,1.0,1.0,1.0,0.4,0.25308680534362793,7.62939453125e-06,0.2666137218475342,7.152557373046875e-07,0.5692980289459229,latency_loss,0.656,0.656,0.7474280834197998,1
1,1,1Gi,1.0,1.0,1.0,1.0,0.4,0.2639482021331787,1.3828277587890625e-05,0.28165245056152344,1.430511474609375e-06,0.5956635475158691,latency_loss,0.624,0.624,0.7838813304901123,2
1,1,1Gi,1.0,1.0,1.0,1.0,0.4,0.262174129486084,7.3909759521484375e-06,0.22995734214782715,1.9073486328125e-06,0.543961763381958,latency_loss,0.569,0.569,0.7097254753112793,3
1,1,1Gi,1.0,1.0,1.0,1.0,0.4,0.25235891342163086,6.4373016357421875e-06,0.26729774475097656,1.6689300537109375e-06,0.5686085224151611,latency_loss,0.593,0.593,0.7471081733703613,4
