cluster_config,cluster_config,cluster_config,function_resource_map,function_resource_map,function_resource_map,function_resource_map,function_times,function_times,function_times,function_times,config_point_result,config_point_result,config_point_result,config_point_result,config_point_result
num_workers,cpu_per_worker,memory_per_worker,extractImgMetadata,transformMetadata,thumbnail,returnMetadata,extractImgMetadata,transformMetadata,thumbnail,returnMetadata,loss_used,loss_value,execution_time,cost_to_run,attempt_n
1,1,1Gi,1.0,1.0,1.0,1.0,0.2487635612487793,1.0967254638671875e-05,0.2709479331970215,7.152557373046875e-07,latency_loss,0.588,0.588,0.5197231769561768,0
1,1,1Gi,1.0,1.0,1.0,1.0,0.2521178722381592,6.4373016357421875e-06,0.2726719379425049,3.8623809814453125e-05,latency_loss,0.599,0.599,0.5248348712921143,1
1,1,1Gi,1.0,1.0,1.0,1.0,0.26937007904052734,5.0067901611328125e-06,0.2660040855407715,9.5367431640625e-07,latency_loss,0.608,0.608,0.5353801250457764,2
1,1,1Gi,1.0,1.0,1.0,1.0,0.24363040924072266,5.245208740234375e-06,0.2857537269592285,9.5367431640625e-07,latency_loss,0.652,0.652,0.5293903350830078,3
1,1,1Gi,1.0,1.0,1.0,1.0,0.24422311782836914,6.4373016357421875e-06,0.26814937591552734,1.1920928955078125e-06,latency_loss,0.591,0.591,0.5123801231384277,4
1,1,1Gi,0.7,1.0,1.0,1.0,0.24712586402893066,5.0067901611328125e-06,0.27126526832580566,9.5367431640625e-07,latency_loss,0.604,0.604,0.44425933361053466,0
1,1,1Gi,0.7,1.0,1.0,1.0,0.25650763511657715,5.245208740234375e-06,0.2639648914337158,9.5367431640625e-07,latency_loss,0.604,0.604,0.44352643489837645,1
1,1,1Gi,0.7,1.0,1.0,1.0,0.2521524429321289,1.1920928955078125e-05,0.29331445693969727,1.1920928955078125e-06,latency_loss,0.661,0.661,0.46983428001403804,2
1,1,1Gi,0.7,1.0,1.0,1.0,0.25512170791625977,5.7220458984375e-06,0.2656846046447754,1.1920928955078125e-06,latency_loss,0.6,0.6,0.4442767143249512,3
1,1,1Gi,0.7,1.0,1.0,1.0,0.23906612396240234,1.3113021850585938e-05,0.2654385566711426,9.5367431640625e-07,latency_loss,0.58,0.58,0.4327989101409912,4
1,1,1Gi,0.4,1.0,1.0,1.0,0.25774550437927246,1.1205673217773438e-05,0.26350831985473633,7.152557373046875e-07,latency_loss,0.598,0.598,0.3666184425354004,0
1,1,1Gi,0.4,1.0,1.0,1.0,0.24807310104370117,4.887580871582031e-05,0.26765894889831543,9.5367431640625e-07,latency_loss,0.589,0.589,0.36693801879882815,1
1,1,1Gi,0.4,1.0,1.0,1.0,0.31795454025268555,6.4373016357421875e-06,0.2694518566131592,1.6689300537109375e-06,latency_loss,0.659,0.659,0.3966417789459229,2
1,1,1Gi,0.4,1.0,1.0,1.0,0.2689933776855469,5.0067901611328125e-06,0.2654404640197754,9.5367431640625e-07,latency_loss,0.609,0.609,0.3730437755584717,3
1,1,1Gi,0.4,1.0,1.0,1.0,0.2461237907409668,5.4836273193359375e-06,0.26564502716064453,1.1920928955078125e-06,latency_loss,0.658,0.658,0.3641012191772461,4
