cluster_config,cluster_config,cluster_config,function_resource_map,function_resource_map,function_resource_map,function_resource_map,function_resource_map,function_times,function_times,function_times,function_times,function_times,config_point_result,config_point_result,config_point_result,config_point_result,config_point_result
num_workers,cpu_per_worker,memory_per_worker,extractImgMetadata,transformMetadata,thumbnail,returnMetadata,createThumbnail,extractImgMetadata,transformMetadata,thumbnail,returnMetadata,createThumbnail,loss_used,loss_value,execution_time,cost_to_run,attempt_n
1,1,1Gi,1.0,1.0,1.0,1.0,0.6,0.2406167984008789,8.821487426757812e-06,0.25029683113098145,2.6226043701171875e-06,0.5430774688720703,latency_loss,0.607,0.607,0.8167715549468995,1
1,1,1Gi,1.0,1.0,1.0,1.0,0.6,0.2296743392944336,6.4373016357421875e-06,0.2786688804626465,1.1920928955078125e-06,0.5590372085571289,latency_loss,0.589,0.589,0.8437731742858887,2
1,1,1Gi,1.0,1.0,1.0,1.0,0.6,0.24593353271484375,1.4066696166992188e-05,0.28708386421203613,7.152557373046875e-07,0.5856757164001465,latency_loss,0.615,0.615,0.8844376087188721,3
1,1,1Gi,1.0,1.0,1.0,1.0,0.6,0.25397300720214844,8.821487426757812e-06,0.32329440116882324,9.5367431640625e-07,0.6223049163818359,latency_loss,0.647,0.647,0.9506601333618163,4
1,1,1Gi,1.0,1.0,1.0,0.1,1.0,0.25066208839416504,8.106231689453125e-06,0.25183558464050293,3.0994415283203125e-06,0.5451483726501465,latency_loss,0.575,0.575,1.0476544618606567,0
1,1,1Gi,1.0,1.0,1.0,0.1,1.0,0.27158212661743164,2.3603439331054688e-05,0.27053332328796387,4.0531158447265625e-06,0.5844063758850098,latency_loss,0.608,0.608,1.1265458345413208,1
1,1,1Gi,1.0,1.0,1.0,0.1,1.0,0.22780942916870117,6.198883056640625e-06,0.276989221572876,3.5762786865234375e-06,0.5534474849700928,latency_loss,0.602,0.602,1.0582526922225952,2
1,1,1Gi,1.0,1.0,1.0,0.1,1.0,0.23014259338378906,7.152557373046875e-06,0.25756096839904785,4.5299530029296875e-06,0.5392434597015381,latency_loss,0.571,0.571,1.0269546270370484,3
1,1,1Gi,1.0,1.0,1.0,0.1,1.0,0.31781530380249023,5.7220458984375e-06,0.27127504348754883,2.86102294921875e-06,0.6360862255096436,latency_loss,0.657,0.657,1.225182580947876,4
1,1,1Gi,1.0,1.0,0.9,0.1,0.7,0.24655866622924805,1.4066696166992188e-05,0.2518894672393799,4.0531158447265625e-06,0.5484488010406494,latency_loss,0.621,0.621,0.857187819480896,0
1,1,1Gi,1.0,1.0,0.9,0.1,0.7,0.23858380317687988,8.821487426757812e-06,0.36426877975463867,2.86102294921875e-06,0.6448757648468018,latency_loss,0.711,0.711,1.0178478479385376,1
1,1,1Gi,1.0,1.0,0.9,0.1,0.7,0.22824835777282715,1.049041748046875e-05,0.28699326515197754,4.0531158447265625e-06,0.5685951709747314,latency_loss,0.596,0.596,0.8845698118209839,2
1,1,1Gi,1.0,1.0,0.9,0.1,0.7,0.22390270233154297,8.344650268554688e-06,0.2767336368560791,3.814697265625e-06,0.5579099655151367,latency_loss,0.645,0.645,0.863508677482605,3
1,1,1Gi,1.0,1.0,0.9,0.1,0.7,0.21962857246398926,6.67572021484375e-06,0.26162266731262207,4.0531158447265625e-06,0.5233454704284668,latency_loss,0.61,0.61,0.8214378833770752,4
1,1,1Gi,1.0,1.0,1.0,1.0,0.7,0.254227876663208,5.4836273193359375e-06,0.2805063724517822,1.6689300537109375e-06,0.5827827453613281,latency_loss,0.609,0.609,0.9426893234252929,0
1,1,1Gi,1.0,1.0,1.0,1.0,0.7,0.25423574447631836,5.7220458984375e-06,0.29954099655151367,7.152557373046875e-07,0.6083939075469971,latency_loss,0.639,0.639,0.9796589136123657,1
1,1,1Gi,1.0,1.0,1.0,1.0,0.7,0.28347325325012207,1.3828277587890625e-05,0.24882173538208008,1.430511474609375e-06,0.5761616230010986,latency_loss,0.643,0.643,0.9356233835220337,2
1,1,1Gi,1.0,1.0,1.0,1.0,0.7,0.2586793899536133,1.1682510375976562e-05,0.29654669761657715,1.1920928955078125e-06,0.6084539890289307,latency_loss,0.637,0.637,0.9811567544937134,3
1,1,1Gi,1.0,1.0,1.0,1.0,0.7,0.23993444442749023,5.9604644775390625e-06,0.2717616558074951,9.5367431640625e-07,0.5595519542694092,latency_loss,0.591,0.591,0.9033893823623658,4
1,1,1Gi,0.8,0.1,1.0,0.1,0.4,0.288388729095459,1.5974044799804688e-05,0.2602663040161133,2.86102294921875e-06,0.6002905368804932,latency_loss,0.683,0.683,0.7310953855514526,0
1,1,1Gi,0.8,0.1,1.0,0.1,0.4,0.26933836936950684,2.3126602172851562e-05,0.2654280662536621,3.337860107421875e-06,0.5954504013061523,latency_loss,0.641,0.641,0.7190815687179566,1
1,1,1Gi,0.8,0.1,1.0,0.1,0.4,0.27608323097229004,2.5510787963867188e-05,0.3298306465148926,4.76837158203125e-06,0.6587495803833008,latency_loss,0.685,0.685,0.8142000913619996,2
