cluster_config,cluster_config,cluster_config,function_resource_map,function_resource_map,function_resource_map,function_resource_map,function_resource_map,function_resource_map,function_times,function_times,function_times,function_times,function_times,function_times,config_point_result,config_point_result,config_point_result,config_point_result,config_point_result
num_workers,cpu_per_worker,memory_per_worker,extractImgMetadata,transformMetadata,handler,thumbnail,returnMetadata,createThumbnail,extractImgMetadata,transformMetadata,handler,thumbnail,returnMetadata,createThumbnail,loss_used,loss_value,execution_time,cost_to_run,attempt_n
1,1,1Gi,1.0,0.1,1.0,1.0,1.0,0.1,0.2098703384399414,1.5974044799804688e-05,9.5367431640625e-07,0.2912771701812744,7.152557373046875e-07,0.5714695453643799,latency_loss,0.597,0.597,0.5582977294921876,4
1,1,1Gi,1.0,0.1,1.0,1.0,0.1,1.0,0.23586797714233398,1.4543533325195312e-05,4.76837158203125e-07,0.2512366771697998,2.86102294921875e-06,0.548229455947876,latency_loss,0.627,0.627,1.0353363275527954,0
1,1,1Gi,1.0,0.1,1.0,1.0,0.1,1.0,0.23483800888061523,1.5497207641601562e-05,4.76837158203125e-07,0.23191404342651367,3.5762786865234375e-06,0.528374195098877,latency_loss,0.608,0.608,0.9951286315917969,1
1,1,1Gi,1.0,0.1,1.0,1.0,0.1,1.0,0.23376107215881348,2.002716064453125e-05,4.76837158203125e-07,0.22505998611450195,4.0531158447265625e-06,0.5173232555389404,latency_loss,0.54,0.54,0.9761471986770629,2
1,1,1Gi,1.0,0.1,1.0,1.0,0.1,1.0,0.23599839210510254,1.5497207641601562e-05,9.5367431640625e-07,0.2673330307006836,2.384185791015625e-06,0.566678524017334,latency_loss,0.614,0.614,1.0700126886367798,3
1,1,1Gi,1.0,0.1,1.0,1.0,0.1,1.0,0.20530414581298828,1.5735626220703125e-05,7.152557373046875e-07,0.23202085494995117,3.5762786865234375e-06,0.49760961532592773,latency_loss,0.55,0.55,0.9349372625350952,4
1,1,1Gi,1.0,0.1,1.0,1.0,0.1,0.1,0.22673392295837402,1.6927719116210938e-05,4.76837158203125e-07,0.3518209457397461,3.337860107421875e-06,0.6407914161682129,latency_loss,0.666,0.666,0.642636513710022,0
1,1,1Gi,1.0,0.1,1.0,1.0,0.1,0.1,0.2643585205078125,1.4066696166992188e-05,4.76837158203125e-07,0.27805328369140625,2.6226043701171875e-06,0.623091459274292,latency_loss,0.65,0.65,0.6047230958938599,1
1,1,1Gi,1.0,0.1,1.0,1.0,0.1,0.1,0.2848677635192871,1.1920928955078125e-05,7.152557373046875e-07,0.2990424633026123,3.814697265625e-06,0.7009420394897461,latency_loss,0.726,0.726,0.6540067195892334,2
1,1,1Gi,1.0,0.1,1.0,1.0,0.1,0.1,0.20966553688049316,1.430511474609375e-05,7.152557373046875e-07,0.297105073928833,1.430511474609375e-06,0.600090742111206,latency_loss,0.678,0.678,0.5667819738388061,3
