nCPUs,expN,Execution Time
0.75,59,3.745814085006714
0.75,60,5.043639659881592
0.75,61,4.737965106964111
0.75,62,4.066478967666626
0.75,63,4.040982246398926
0.75,64,4.851241588592529
0.75,65,4.472773790359497
0.75,66,4.957940340042114
0.75,67,4.659573554992676
0.75,68,4.064930200576782
0.75,69,3.98386287689209
0.75,70,5.290681838989258
0.75,71,4.554219484329224
0.75,72,3.9511659145355225
0.75,73,4.9735331535339355
0.75,74,4.658945560455322
0.75,75,3.931645154953003
0.75,76,4.034056663513184
0.75,77,4.102315902709961
0.75,78,3.98540997505188
0.75,79,4.051055908203125
0.75,80,4.032262086868286
0.75,81,3.9939966201782227
0.75,82,4.033765554428101
0.75,83,3.9717795848846436
0.75,84,3.9899096488952637
0.75,85,4.8993239402771
0.75,86,4.708021640777588
0.75,87,4.883706569671631
0.75,88,4.5991902351379395
0.75,89,4.751341342926025
0.75,90,4.535410642623901
0.75,91,4.962073564529419
0.75,92,4.570674657821655
0.75,93,4.026776075363159
0.75,94,3.95184326171875
0.75,95,3.977675676345825
0.75,96,4.073763847351074
0.75,97,4.013990640640259
0.75,98,4.949209451675415
0.75,99,4.59099006652832
0.5,0,10.374262809753418
0.5,1,6.221532106399536
0.5,2,6.512377500534058
0.5,3,6.54423189163208
0.5,4,7.216062784194946
0.5,5,5.750420570373535
0.5,6,6.059114933013916
0.5,7,6.75284481048584
0.5,8,5.7683093547821045
0.5,9,5.928015470504761
0.5,10,5.590126276016235
0.5,11,7.09879994392395
0.5,12,5.786860704421997
0.5,13,6.319487810134888
0.5,14,5.855067014694214
0.5,15,5.78625750541687
0.5,16,5.826231002807617
0.5,17,5.66499137878418
0.5,18,5.477353096008301
0.5,19,5.633598327636719
0.5,20,5.632632255554199
0.5,21,5.554946184158325
0.5,22,6.325260877609253
0.5,23,5.420810222625732
0.5,24,6.502326011657715
0.5,25,5.500203847885132
0.5,26,6.893579959869385
0.5,27,6.377831220626831
0.5,28,7.136227607727051
0.5,29,6.118008136749268
0.5,30,7.195672512054443
0.5,31,6.8074891567230225
0.5,32,5.8327953815460205
0.5,33,6.987082481384277
0.5,34,11.013136386871338
0.5,35,6.593328475952148
0.5,36,7.029905557632446
0.5,37,7.027438640594482
0.5,38,6.473599433898926
0.5,39,7.172276020050049
0.5,40,6.444429636001587
0.5,41,5.436841249465942
0.5,42,6.596124649047852
0.5,43,6.405525207519531
0.5,44,7.538100004196167
0.5,45,7.151681423187256
0.5,46,5.868958234786987
0.5,47,5.79985499382019
0.5,48,6.986818790435791
0.5,49,6.482041597366333
0.5,50,6.843379259109497
0.5,51,6.521518230438232
0.5,52,5.959658622741699
0.5,53,5.559134483337402
0.5,54,6.936864614486694
0.5,55,6.22844123840332
0.5,56,6.772847414016724
0.5,57,7.036064386367798
0.5,58,5.6740241050720215
0.5,59,6.246328592300415
0.5,60,6.064336061477661
0.5,61,7.83117413520813
0.5,62,6.125180006027222
0.5,63,6.383391857147217
0.5,64,5.902522325515747
0.5,65,6.712285041809082
0.5,66,7.407484292984009
0.5,67,5.948863506317139
0.5,68,11.208731412887573
0.5,69,7.821464538574219
0.5,70,6.201432704925537
0.5,71,7.051738977432251
0.5,72,6.152967691421509
0.5,73,5.929961442947388
0.5,74,7.609606981277466
0.5,75,5.789039373397827
0.5,76,7.288639307022095
0.5,77,8.145252466201782
0.5,78,6.907041311264038
0.5,79,6.156819105148315
0.5,80,6.758131742477417
0.5,81,7.351712942123413
0.5,82,8.441571235656738
0.5,83,6.196447134017944
0.5,84,7.035609722137451
0.5,85,7.449420690536499
0.5,86,5.720919370651245
0.5,87,5.649400472640991
0.5,88,5.469180583953857
0.5,89,5.420071840286255
0.5,90,6.545832395553589
0.5,91,7.562995195388794
0.5,92,5.6624977588653564
0.5,93,5.755869626998901
0.5,94,6.92626166343689
0.5,95,8.209993839263916
0.5,96,6.373868942260742
0.5,97,6.258882284164429
0.5,98,6.155413627624512
0.5,99,5.931699991226196
